customer_id,signup_date,city_tier,acq_channel,gender,age,last_order_date,days_since_last_order,churn_label,reference_date
1329,2024-12-13,Tier-3,Ads,M,28,2025-06-05,70.0,1,2025-08-14
1330,2024-06-18,Tier-2,Ads,F,37,2025-03-24,143.0,1,2025-08-14
1331,2024-11-05,Tier-3,Referral,F,26,2025-05-23,83.0,1,2025-08-14
1332,2024-12-19,Tier-2,Referral,F,29,NaT,9999.0,1,2025-08-14
1333,2024-09-06,Tier-1,Social,F,29,2025-04-06,130.0,1,2025-08-14
1334,2025-01-13,Tier-1,Referral,F,41,2025-06-27,48.0,0,2025-08-14
1335,2024-05-24,Tier-1,Ads,F,32,2025-04-28,108.0,1,2025-08-14
1336,2025-05-03,Tier-1,Organic,F,41,2025-08-07,7.0,0,2025-08-14
1337,2024-04-01,Tier-1,Ads,M,39,2025-04-25,111.0,1,2025-08-14
1338,2024-06-29,Tier-2,Referral,F,26,2025-03-25,142.0,1,2025-08-14
1339,2024-05-07,Tier-2,Organic,F,29,2025-05-17,89.0,1,2025-08-14
1340,2024-10-04,Tier-2,Organic,M,41,2025-06-26,49.0,0,2025-08-14
1341,2025-03-17,Tier-1,Organic,M,20,2025-06-28,47.0,0,2025-08-14
1342,2024-09-15,Tier-3,Social,F,32,NaT,9999.0,1,2025-08-14
1343,2024-12-13,Tier-1,Referral,F,33,2025-01-26,200.0,1,2025-08-14
1344,2025-07-28,Tier-2,Organic,F,26,2025-08-14,0.0,0,2025-08-14
1345,2025-04-28,Tier-2,Organic,F,25,2025-06-10,65.0,1,2025-08-14
1346,2024-10-28,Tier-3,Ads,M,26,2025-01-17,209.0,1,2025-08-14
1347,2024-07-30,Tier-2,Ads,M,32,2024-12-21,236.0,1,2025-08-14
1348,2025-05-02,Tier-2,Organic,M,37,2025-08-03,11.0,0,2025-08-14
1349,2025-04-28,Tier-2,Social,F,32,2025-06-16,59.0,0,2025-08-14
1350,2025-07-04,Tier-2,Ads,M,19,2025-07-20,25.0,0,2025-08-14
1351,2025-04-07,Tier-1,Ads,M,37,2025-08-08,6.0,0,2025-08-14
1352,2024-12-15,Tier-2,Referral,F,35,2025-07-30,15.0,0,2025-08-14
1353,2024-10-29,Tier-3,Organic,F,26,2025-02-10,185.0,1,2025-08-14
1354,2025-02-21,Tier-2,Ads,M,23,2025-03-15,152.0,1,2025-08-14
1355,2024-03-08,Tier-2,Ads,M,22,2024-03-17,515.0,1,2025-08-14
1356,2024-02-26,Tier-1,Social,F,34,2025-07-28,17.0,0,2025-08-14
1357,2025-04-14,Tier-3,Organic,M,18,2025-06-05,70.0,1,2025-08-14
1358,2024-06-01,Tier-1,Referral,F,35,2024-06-27,413.0,1,2025-08-14
1359,2024-07-19,Tier-1,Ads,F,25,2024-12-04,253.0,1,2025-08-14
1360,2024-02-08,Tier-2,Referral,F,29,2025-01-08,218.0,1,2025-08-14
1361,2025-05-26,Tier-2,Referral,F,18,2025-07-26,19.0,0,2025-08-14
1362,2024-09-04,Tier-3,Organic,F,18,2025-01-01,225.0,1,2025-08-14
1363,2024-04-23,Tier-1,Organic,F,23,2025-01-28,198.0,1,2025-08-14
1364,2025-01-12,Tier-2,Organic,M,22,2025-07-28,17.0,0,2025-08-14
1365,2024-05-14,Tier-1,Ads,F,32,2025-02-26,169.0,1,2025-08-14
1366,2024-05-02,Tier-3,Social,M,29,2025-08-10,4.0,0,2025-08-14
1367,2024-07-31,Tier-2,Organic,F,40,2025-04-29,107.0,1,2025-08-14
1368,2025-05-16,Tier-2,Ads,F,31,2025-08-03,11.0,0,2025-08-14
1369,2024-06-23,Tier-2,Referral,F,23,2024-08-03,376.0,1,2025-08-14
1370,2024-10-01,Tier-2,Social,F,35,2025-05-28,78.0,1,2025-08-14
1371,2024-08-23,Tier-2,Ads,M,24,NaT,9999.0,1,2025-08-14
1372,2025-06-29,Tier-2,Referral,M,24,2025-07-21,24.0,0,2025-08-14
1373,2024-06-19,Tier-2,Organic,M,28,2025-07-27,18.0,0,2025-08-14
1374,2025-02-23,Tier-2,Organic,F,38,2025-07-03,42.0,0,2025-08-14
1375,2025-06-20,Tier-3,Organic,M,34,2025-07-31,14.0,0,2025-08-14
1376,2024-04-06,Tier-2,Ads,F,34,2024-11-02,285.0,1,2025-08-14
1377,2024-01-21,Tier-3,Ads,M,40,2025-05-16,90.0,1,2025-08-14
1378,2024-10-16,Tier-1,Organic,F,34,2025-07-11,34.0,0,2025-08-14
1379,2024-03-22,Tier-1,Organic,F,20,2025-05-07,99.0,1,2025-08-14
1380,2024-04-16,Tier-2,Organic,F,31,2025-05-02,104.0,1,2025-08-14
1381,2024-10-12,Tier-1,Organic,M,38,2025-07-03,42.0,0,2025-08-14
1382,2025-07-03,Tier-2,Social,M,18,2025-08-10,4.0,0,2025-08-14
1383,2024-11-26,Tier-1,Social,F,27,2025-06-14,61.0,1,2025-08-14
1384,2024-05-11,Tier-3,Organic,F,21,2025-07-06,39.0,0,2025-08-14
1385,2024-12-04,Tier-2,Organic,M,28,2025-08-08,6.0,0,2025-08-14
1386,2024-08-08,Tier-2,Referral,F,35,2025-06-15,60.0,0,2025-08-14
1387,2024-03-17,Tier-3,Organic,F,36,2025-02-14,181.0,1,2025-08-14
1388,2025-08-14,Tier-1,Social,F,26,2025-08-14,0.0,0,2025-08-14
1389,2024-02-19,Tier-3,Organic,F,32,2025-02-21,174.0,1,2025-08-14
1390,2024-12-08,Tier-2,Ads,F,18,2025-06-19,56.0,0,2025-08-14
1391,2024-11-27,Tier-1,Referral,M,18,2025-05-12,94.0,1,2025-08-14
1392,2024-10-20,Tier-3,Organic,M,35,2025-07-18,27.0,0,2025-08-14
1393,2024-05-31,Tier-2,Organic,F,18,2025-06-30,45.0,0,2025-08-14
1394,2024-04-04,Tier-2,Referral,M,23,NaT,9999.0,1,2025-08-14
1395,2025-01-15,Tier-3,Social,M,32,2025-04-18,118.0,1,2025-08-14
1396,2025-03-15,Tier-3,Ads,M,29,2025-07-15,30.0,0,2025-08-14
1397,2024-11-16,Tier-3,Referral,M,18,2025-05-22,84.0,1,2025-08-14
1398,2024-03-30,Tier-2,Social,M,31,NaT,9999.0,1,2025-08-14
1399,2025-06-12,Tier-3,Organic,F,22,2025-08-09,5.0,0,2025-08-14
1400,2024-10-09,Tier-1,Organic,M,28,2024-12-05,252.0,1,2025-08-14
1401,2024-12-10,Tier-3,Organic,M,23,2025-03-28,139.0,1,2025-08-14
1402,2024-08-20,Tier-2,Organic,F,23,2025-08-09,5.0,0,2025-08-14
1403,2024-12-17,Tier-2,Ads,M,18,2025-05-05,101.0,1,2025-08-14
1404,2025-03-08,Tier-3,Organic,F,25,NaT,9999.0,1,2025-08-14
1405,2024-11-09,Tier-3,Organic,F,36,2025-07-18,27.0,0,2025-08-14
1406,2025-01-14,Tier-3,Organic,M,25,2025-07-20,25.0,0,2025-08-14
1407,2024-09-13,Tier-2,Organic,F,25,2025-07-13,32.0,0,2025-08-14
1408,2025-01-31,Tier-1,Organic,F,23,2025-07-25,20.0,0,2025-08-14
1409,2024-09-13,Tier-3,Organic,M,19,2025-03-07,160.0,1,2025-08-14
1410,2024-06-07,Tier-2,Referral,F,21,2025-06-23,52.0,0,2025-08-14
1411,2024-07-21,Tier-3,Referral,M,29,2025-03-27,140.0,1,2025-08-14
1412,2025-02-16,Tier-3,Referral,M,43,2025-05-13,93.0,1,2025-08-14
1413,2024-03-22,Tier-3,Referral,F,34,2025-07-01,44.0,0,2025-08-14
1414,2025-03-21,Tier-2,Social,F,32,2025-08-05,9.0,0,2025-08-14
1415,2024-01-25,Tier-3,Organic,M,40,2025-07-12,33.0,0,2025-08-14
1416,2024-01-18,Tier-1,Social,F,31,2025-03-24,143.0,1,2025-08-14
1417,2025-05-11,Tier-3,Ads,F,34,2025-08-03,11.0,0,2025-08-14
1418,2024-04-25,Tier-1,Organic,F,29,2024-12-12,245.0,1,2025-08-14
1419,2024-05-28,Tier-1,Ads,M,30,2025-07-16,29.0,0,2025-08-14
1420,2024-11-21,Tier-2,Organic,M,18,2025-06-16,59.0,0,2025-08-14
1421,2024-01-21,Tier-3,Organic,F,25,2025-01-18,208.0,1,2025-08-14
1422,2024-05-27,Tier-3,Organic,M,24,2025-08-08,6.0,0,2025-08-14
1423,2025-03-21,Tier-2,Organic,M,24,2025-04-01,135.0,1,2025-08-14
1424,2024-10-13,Tier-3,Referral,M,23,2025-07-28,17.0,0,2025-08-14
1425,2024-11-20,Tier-3,Organic,F,37,2025-08-10,4.0,0,2025-08-14
1426,2024-07-18,Tier-2,Referral,F,25,2025-01-18,208.0,1,2025-08-14
1427,2024-05-27,Tier-2,Organic,F,27,2025-05-21,85.0,1,2025-08-14
1428,2025-01-01,Tier-2,Organic,M,42,2025-08-11,3.0,0,2025-08-14
1429,2024-08-08,Tier-3,Organic,M,33,2025-04-28,108.0,1,2025-08-14
1430,2024-08-15,Tier-3,Referral,M,28,2025-08-01,13.0,0,2025-08-14
1431,2024-11-01,Tier-1,Social,F,34,2025-07-19,26.0,0,2025-08-14
1432,2024-06-27,Tier-1,Organic,F,23,2024-07-26,384.0,1,2025-08-14
1433,2025-04-20,Tier-1,Social,M,25,2025-06-21,54.0,0,2025-08-14
1434,2025-02-20,Tier-2,Referral,F,25,2025-05-23,83.0,1,2025-08-14
1435,2024-05-02,Tier-2,Organic,M,29,2025-07-01,44.0,0,2025-08-14
1436,2024-10-11,Tier-2,Ads,M,31,2025-06-12,63.0,1,2025-08-14
1437,2024-01-03,Tier-2,Referral,M,21,2025-05-29,77.0,1,2025-08-14
1438,2024-09-18,Tier-2,Ads,F,30,2025-06-10,65.0,1,2025-08-14
1439,2025-04-15,Tier-1,Ads,F,31,2025-06-13,62.0,1,2025-08-14
1440,2024-11-27,Tier-2,Organic,M,24,2025-05-22,84.0,1,2025-08-14
1441,2024-09-17,Tier-1,Organic,M,26,2025-08-03,11.0,0,2025-08-14
1442,2024-01-03,Tier-3,Organic,F,20,2024-11-01,286.0,1,2025-08-14
1443,2025-03-22,Tier-2,Ads,F,18,2025-07-14,31.0,0,2025-08-14
1444,2024-08-03,Tier-2,Referral,F,20,2024-11-29,258.0,1,2025-08-14
1445,2025-04-23,Tier-2,Referral,M,32,2025-07-22,23.0,0,2025-08-14
1446,2025-07-22,Tier-2,Ads,F,31,2025-08-09,5.0,0,2025-08-14
1447,2025-03-15,Tier-2,Organic,M,40,2025-07-05,40.0,0,2025-08-14
1448,2024-07-18,Tier-1,Organic,F,28,2025-07-18,27.0,0,2025-08-14
1449,2024-10-05,Tier-2,Referral,F,28,2025-08-05,9.0,0,2025-08-14
1450,2024-05-14,Tier-1,Organic,M,30,2025-03-29,138.0,1,2025-08-14
1451,2024-10-20,Tier-2,Ads,M,21,2024-10-30,288.0,1,2025-08-14
1452,2024-07-23,Tier-3,Organic,F,33,2025-05-07,99.0,1,2025-08-14
1453,2024-03-25,Tier-2,Organic,F,30,2025-05-03,103.0,1,2025-08-14
1454,2024-10-19,Tier-3,Organic,F,21,NaT,9999.0,1,2025-08-14
1455,2025-01-24,Tier-2,Referral,F,30,2025-07-13,32.0,0,2025-08-14
1456,2024-05-17,Tier-1,Ads,M,32,2025-03-15,152.0,1,2025-08-14
1457,2025-02-14,Tier-1,Ads,F,19,2025-08-10,4.0,0,2025-08-14
1458,2025-05-23,Tier-2,Social,F,34,2025-08-12,2.0,0,2025-08-14
1459,2024-08-05,Tier-2,Organic,F,25,2025-07-12,33.0,0,2025-08-14
1460,2024-02-26,Tier-2,Organic,F,18,2025-08-01,13.0,0,2025-08-14
1461,2024-04-01,Tier-3,Organic,F,34,2025-05-06,100.0,1,2025-08-14
1462,2025-01-04,Tier-3,Organic,F,36,2025-04-04,132.0,1,2025-08-14
1463,2025-07-24,Tier-2,Referral,M,20,2025-08-08,6.0,0,2025-08-14
1464,2025-02-15,Tier-2,Referral,M,18,2025-04-18,118.0,1,2025-08-14
1465,2024-07-11,Tier-2,Ads,F,36,2025-06-20,55.0,0,2025-08-14
1466,2024-04-26,Tier-2,Ads,M,23,2024-06-26,414.0,1,2025-08-14
1467,2024-10-01,Tier-2,Referral,M,36,2025-04-11,125.0,1,2025-08-14
1468,2024-12-18,Tier-2,Ads,F,18,2025-04-17,119.0,1,2025-08-14
1469,2025-03-21,Tier-3,Organic,M,37,2025-07-17,28.0,0,2025-08-14
1470,2024-02-05,Tier-2,Ads,F,34,2025-07-01,44.0,0,2025-08-14
1471,2024-07-15,Tier-1,Referral,F,31,2025-08-02,12.0,0,2025-08-14
1472,2024-10-16,Tier-3,Ads,F,18,NaT,9999.0,1,2025-08-14
1473,2025-04-30,Tier-2,Organic,M,25,2025-07-22,23.0,0,2025-08-14
1474,2025-02-14,Tier-3,Organic,F,34,2025-07-22,23.0,0,2025-08-14
1475,2025-02-26,Tier-3,Ads,F,18,2025-07-17,28.0,0,2025-08-14
1476,2024-08-26,Tier-2,Organic,M,24,2025-05-12,94.0,1,2025-08-14
1477,2024-10-24,Tier-1,Ads,M,30,2025-04-18,118.0,1,2025-08-14
1478,2024-02-11,Tier-3,Organic,M,20,2025-07-29,16.0,0,2025-08-14
1479,2024-03-28,Tier-2,Ads,M,36,2024-11-14,273.0,1,2025-08-14
1480,2024-06-24,Tier-1,Organic,M,35,2025-01-24,202.0,1,2025-08-14
1481,2024-10-04,Tier-2,Social,F,29,2025-05-24,82.0,1,2025-08-14
1482,2024-12-08,Tier-2,Organic,M,30,2025-08-09,5.0,0,2025-08-14
1483,2024-10-23,Tier-1,Ads,F,24,2025-04-22,114.0,1,2025-08-14
1484,2024-10-06,Tier-1,Organic,M,31,2025-06-13,62.0,1,2025-08-14
1485,2025-02-27,Tier-2,Organic,F,24,2025-06-29,46.0,0,2025-08-14
1486,2025-02-19,Tier-1,Ads,M,26,2025-08-03,11.0,0,2025-08-14
1487,2024-02-02,Tier-1,Organic,F,24,2025-05-14,92.0,1,2025-08-14
1488,2024-01-28,Tier-1,Ads,M,37,2024-03-28,504.0,1,2025-08-14
1489,2024-07-27,Tier-1,Organic,F,35,2025-06-26,49.0,0,2025-08-14
1490,2024-09-04,Tier-1,Ads,F,21,2024-12-03,254.0,1,2025-08-14
1491,2025-01-12,Tier-3,Ads,F,36,2025-06-05,70.0,1,2025-08-14
1492,2024-12-23,Tier-2,Social,F,22,2025-06-27,48.0,0,2025-08-14
1493,2024-01-18,Tier-2,Ads,M,40,2025-06-13,62.0,1,2025-08-14
1494,2024-07-31,Tier-2,Referral,M,38,2025-06-15,60.0,0,2025-08-14
1495,2025-05-28,Tier-1,Referral,F,42,2025-07-30,15.0,0,2025-08-14
1496,2024-04-03,Tier-3,Organic,F,29,2025-06-29,46.0,0,2025-08-14
1497,2024-01-17,Tier-2,Referral,F,26,2025-08-06,8.0,0,2025-08-14
1498,2024-08-26,Tier-2,Ads,F,26,2025-05-20,86.0,1,2025-08-14
1499,2025-06-11,Tier-3,Organic,F,30,2025-08-05,9.0,0,2025-08-14
1500,2024-06-25,Tier-3,Social,M,21,2025-08-08,6.0,0,2025-08-14
1501,2024-05-10,Tier-2,Organic,M,18,2025-06-09,66.0,1,2025-08-14
1502,2024-10-24,Tier-3,Ads,F,25,2025-01-11,215.0,1,2025-08-14
1503,2024-03-03,Tier-3,Ads,M,28,NaT,9999.0,1,2025-08-14
1504,2024-05-09,Tier-3,Ads,F,31,2024-12-18,239.0,1,2025-08-14
1505,2024-12-28,Tier-1,Ads,M,30,2025-05-01,105.0,1,2025-08-14
1506,2024-09-26,Tier-3,Organic,M,28,2025-08-05,9.0,0,2025-08-14
1507,2024-09-24,Tier-2,Organic,M,35,2025-05-07,99.0,1,2025-08-14
1508,2025-05-14,Tier-2,Organic,F,22,2025-07-14,31.0,0,2025-08-14
1509,2025-06-23,Tier-1,Organic,M,23,2025-07-11,34.0,0,2025-08-14
1510,2025-05-01,Tier-1,Referral,M,41,2025-07-16,29.0,0,2025-08-14
1511,2024-08-04,Tier-1,Referral,F,18,2025-02-12,183.0,1,2025-08-14
1512,2024-12-22,Tier-2,Organic,F,35,2025-08-04,10.0,0,2025-08-14
1513,2024-10-12,Tier-1,Organic,M,31,2025-06-16,59.0,0,2025-08-14
1514,2025-04-23,Tier-1,Organic,F,27,2025-08-03,11.0,0,2025-08-14
1515,2025-06-29,Tier-3,Organic,F,33,2025-08-09,5.0,0,2025-08-14
1516,2025-02-15,Tier-3,Referral,M,32,2025-04-29,107.0,1,2025-08-14
1517,2024-11-26,Tier-2,Organic,F,18,2025-06-11,64.0,1,2025-08-14
1518,2025-03-24,Tier-3,Ads,M,21,NaT,9999.0,1,2025-08-14
1519,2024-01-27,Tier-2,Ads,F,24,2025-05-05,101.0,1,2025-08-14
1520,2024-04-21,Tier-1,Social,M,18,2025-03-07,160.0,1,2025-08-14
1521,2025-05-06,Tier-2,Organic,M,27,2025-07-19,26.0,0,2025-08-14
1522,2024-05-16,Tier-2,Organic,M,32,2025-06-05,70.0,1,2025-08-14
1523,2025-06-21,Tier-1,Social,F,35,2025-08-11,3.0,0,2025-08-14
1524,2024-09-18,Tier-2,Organic,F,28,2025-08-12,2.0,0,2025-08-14
1525,2025-06-05,Tier-2,Ads,M,23,2025-08-13,1.0,0,2025-08-14
1526,2024-10-25,Tier-2,Referral,M,29,2025-01-29,197.0,1,2025-08-14
1527,2024-04-19,Tier-1,Organic,F,27,2025-01-11,215.0,1,2025-08-14
1528,2025-03-08,Tier-3,Organic,F,33,2025-03-10,157.0,1,2025-08-14
1529,2025-04-23,Tier-2,Organic,F,27,2025-08-07,7.0,0,2025-08-14
1530,2024-09-23,Tier-2,Referral,F,33,2025-02-10,185.0,1,2025-08-14
1531,2024-07-31,Tier-3,Referral,M,26,2025-08-10,4.0,0,2025-08-14
1532,2024-11-04,Tier-3,Ads,M,36,2025-06-29,46.0,0,2025-08-14
1533,2024-02-23,Tier-3,Organic,F,29,2025-06-24,51.0,0,2025-08-14
1534,2025-01-29,Tier-1,Organic,M,24,2025-07-07,38.0,0,2025-08-14
1535,2025-05-26,Tier-3,Organic,M,25,2025-07-16,29.0,0,2025-08-14
1536,2024-11-20,Tier-2,Social,F,32,2024-12-29,228.0,1,2025-08-14
1537,2024-04-05,Tier-3,Referral,M,19,2025-01-26,200.0,1,2025-08-14
1538,2024-06-22,Tier-3,Organic,M,27,2025-05-28,78.0,1,2025-08-14
1539,2024-12-09,Tier-2,Organic,F,34,2025-07-22,23.0,0,2025-08-14
1540,2024-07-23,Tier-2,Referral,M,31,2025-06-12,63.0,1,2025-08-14
1541,2024-02-24,Tier-2,Organic,F,20,NaT,9999.0,1,2025-08-14
1542,2024-08-13,Tier-2,Ads,M,30,2025-08-14,0.0,0,2025-08-14
1543,2024-11-02,Tier-2,Organic,M,19,2025-03-24,143.0,1,2025-08-14
1544,2024-10-07,Tier-2,Organic,M,29,2025-04-13,123.0,1,2025-08-14
1545,2024-10-28,Tier-2,Organic,F,36,2024-12-21,236.0,1,2025-08-14
1546,2024-07-23,Tier-3,Organic,M,28,2025-05-29,77.0,1,2025-08-14
1547,2024-08-07,Tier-2,Organic,F,20,2025-04-14,122.0,1,2025-08-14
1548,2025-03-03,Tier-3,Organic,M,26,2025-08-02,12.0,0,2025-08-14
1549,2024-05-20,Tier-3,Organic,M,29,2025-03-02,165.0,1,2025-08-14
1550,2025-03-30,Tier-3,Organic,F,35,2025-06-05,70.0,1,2025-08-14
1551,2024-05-24,Tier-3,Organic,M,35,2025-08-10,4.0,0,2025-08-14
1552,2025-06-09,Tier-2,Organic,M,20,2025-08-12,2.0,0,2025-08-14
1553,2024-06-06,Tier-2,Ads,M,25,NaT,9999.0,1,2025-08-14
1554,2024-04-14,Tier-3,Social,M,30,2025-03-30,137.0,1,2025-08-14
1555,2024-10-15,Tier-2,Organic,F,24,2025-07-30,15.0,0,2025-08-14
1556,2024-07-03,Tier-2,Organic,F,31,2025-06-05,70.0,1,2025-08-14
1557,2024-08-04,Tier-3,Organic,M,19,2025-03-30,137.0,1,2025-08-14
1558,2024-01-31,Tier-3,Referral,M,29,2025-05-18,88.0,1,2025-08-14
1559,2024-10-05,Tier-1,Organic,F,34,2025-06-27,48.0,0,2025-08-14
1560,2025-04-19,Tier-2,Organic,F,28,2025-08-04,10.0,0,2025-08-14
1561,2024-08-12,Tier-2,Social,F,29,2024-12-09,248.0,1,2025-08-14
1562,2024-06-25,Tier-2,Organic,F,33,2025-05-29,77.0,1,2025-08-14
1563,2024-03-24,Tier-3,Social,M,25,2025-04-28,108.0,1,2025-08-14
1564,2025-07-21,Tier-3,Referral,F,32,2025-07-29,16.0,0,2025-08-14
1565,2024-04-01,Tier-2,Ads,F,27,2025-01-20,206.0,1,2025-08-14
1566,2024-01-08,Tier-2,Ads,F,22,2024-08-16,363.0,1,2025-08-14
1567,2025-07-27,Tier-3,Organic,M,33,2025-08-12,2.0,0,2025-08-14
1568,2024-02-23,Tier-1,Ads,F,37,2024-03-28,504.0,1,2025-08-14
1569,2024-06-11,Tier-2,Organic,M,35,2025-08-10,4.0,0,2025-08-14
1570,2025-04-23,Tier-2,Ads,F,33,2025-07-28,17.0,0,2025-08-14
1571,2024-04-17,Tier-3,Organic,F,31,2025-05-28,78.0,1,2025-08-14
1572,2024-09-27,Tier-3,Organic,F,30,2025-08-01,13.0,0,2025-08-14
1573,2024-08-24,Tier-2,Ads,F,27,NaT,9999.0,1,2025-08-14
1574,2024-09-17,Tier-3,Ads,F,23,2025-06-05,70.0,1,2025-08-14
1575,2025-06-12,Tier-3,Organic,M,18,2025-07-13,32.0,0,2025-08-14
1576,2025-01-21,Tier-2,Ads,F,18,2025-05-19,87.0,1,2025-08-14
1577,2025-02-06,Tier-1,Ads,M,28,2025-04-12,124.0,1,2025-08-14
1578,2024-12-23,Tier-3,Ads,F,19,NaT,9999.0,1,2025-08-14
1579,2024-08-06,Tier-2,Ads,M,30,2025-05-10,96.0,1,2025-08-14
1580,2025-04-09,Tier-2,Ads,F,39,2025-06-14,61.0,1,2025-08-14
1581,2025-02-24,Tier-1,Referral,M,18,2025-08-07,7.0,0,2025-08-14
1582,2024-05-28,Tier-2,Ads,F,21,2025-08-03,11.0,0,2025-08-14
1583,2024-12-22,Tier-2,Social,M,42,2025-07-19,26.0,0,2025-08-14
1584,2024-02-20,Tier-2,Organic,M,33,2025-05-30,76.0,1,2025-08-14
1585,2024-02-23,Tier-1,Organic,F,27,2025-01-30,196.0,1,2025-08-14
1586,2024-05-18,Tier-2,Ads,F,24,2025-01-17,209.0,1,2025-08-14
1587,2024-04-22,Tier-3,Organic,M,31,2025-06-20,55.0,0,2025-08-14
1588,2025-03-02,Tier-1,Referral,F,34,2025-06-19,56.0,0,2025-08-14
1589,2025-05-12,Tier-3,Organic,M,19,2025-07-18,27.0,0,2025-08-14
1590,2024-10-18,Tier-1,Ads,F,37,2025-07-24,21.0,0,2025-08-14
1591,2024-12-11,Tier-2,Ads,F,30,2025-05-13,93.0,1,2025-08-14
1592,2025-05-25,Tier-2,Organic,M,34,2025-07-04,41.0,0,2025-08-14
1593,2025-03-16,Tier-2,Ads,F,34,2025-06-06,69.0,1,2025-08-14
1594,2025-04-25,Tier-2,Referral,M,30,2025-05-07,99.0,1,2025-08-14
1595,2024-08-15,Tier-1,Social,F,30,2025-05-08,98.0,1,2025-08-14
1596,2024-03-30,Tier-1,Organic,F,31,2025-06-28,47.0,0,2025-08-14
1597,2025-06-19,Tier-3,Ads,F,25,2025-08-14,0.0,0,2025-08-14
1598,2025-01-30,Tier-2,Referral,M,32,NaT,9999.0,1,2025-08-14
1599,2024-03-15,Tier-3,Organic,M,26,2025-07-06,39.0,0,2025-08-14
1600,2024-12-01,Tier-3,Organic,M,28,2025-08-12,2.0,0,2025-08-14
1601,2024-06-12,Tier-3,Organic,F,38,2025-08-04,10.0,0,2025-08-14
1602,2025-06-02,Tier-2,Social,F,27,2025-08-10,4.0,0,2025-08-14
1603,2025-07-18,Tier-1,Organic,M,30,2025-07-25,20.0,0,2025-08-14
1604,2024-06-04,Tier-3,Referral,F,26,2025-07-13,32.0,0,2025-08-14
1605,2025-05-17,Tier-1,Organic,F,25,2025-08-14,0.0,0,2025-08-14
1606,2024-11-29,Tier-2,Organic,F,40,2025-01-18,208.0,1,2025-08-14
1607,2025-05-05,Tier-3,Social,M,18,2025-08-12,2.0,0,2025-08-14
1608,2024-11-23,Tier-2,Ads,M,28,2025-06-29,46.0,0,2025-08-14
1609,2024-01-01,Tier-1,Ads,F,20,2025-06-01,74.0,1,2025-08-14
1610,2024-12-25,Tier-2,Organic,F,36,2025-06-13,62.0,1,2025-08-14
1611,2024-12-02,Tier-3,Organic,F,27,2025-06-10,65.0,1,2025-08-14
1612,2025-07-06,Tier-3,Ads,M,24,NaT,9999.0,1,2025-08-14
1613,2024-07-05,Tier-3,Organic,M,18,2025-05-26,80.0,1,2025-08-14
1614,2024-09-25,Tier-3,Ads,M,38,2025-04-15,121.0,1,2025-08-14
1615,2025-03-06,Tier-1,Organic,F,19,2025-08-11,3.0,0,2025-08-14
1616,2025-06-22,Tier-2,Referral,M,31,NaT,9999.0,1,2025-08-14
1617,2024-05-02,Tier-2,Ads,F,34,NaT,9999.0,1,2025-08-14
1618,2025-07-05,Tier-1,Referral,M,42,NaT,9999.0,1,2025-08-14
1619,2024-08-06,Tier-2,Organic,M,24,2025-07-03,42.0,0,2025-08-14
1620,2025-02-19,Tier-1,Ads,F,22,2025-05-11,95.0,1,2025-08-14
1621,2024-07-04,Tier-2,Organic,F,25,2025-07-31,14.0,0,2025-08-14
1622,2025-08-10,Tier-1,Organic,F,24,2025-08-14,0.0,0,2025-08-14
1623,2025-07-17,Tier-2,Organic,F,18,2025-08-14,0.0,0,2025-08-14
1624,2024-07-23,Tier-3,Social,M,38,2025-03-16,151.0,1,2025-08-14
1625,2024-12-01,Tier-1,Social,F,25,2025-04-10,126.0,1,2025-08-14
1626,2025-01-24,Tier-1,Ads,M,26,NaT,9999.0,1,2025-08-14
1627,2024-10-30,Tier-1,Ads,M,32,2025-06-17,58.0,0,2025-08-14
1628,2025-05-26,Tier-3,Organic,M,37,2025-08-02,12.0,0,2025-08-14
1629,2024-08-13,Tier-2,Organic,M,20,2025-06-27,48.0,0,2025-08-14
1630,2025-05-27,Tier-2,Referral,M,30,2025-07-15,30.0,0,2025-08-14
1631,2024-01-29,Tier-1,Ads,F,20,2025-05-12,94.0,1,2025-08-14
1632,2025-05-26,Tier-2,Ads,F,30,2025-07-01,44.0,0,2025-08-14
1633,2024-12-19,Tier-2,Referral,F,29,NaT,9999.0,1,2025-08-14
1634,2025-04-16,Tier-2,Social,F,24,2025-05-31,75.0,1,2025-08-14
1635,2024-11-10,Tier-2,Organic,M,29,2025-06-28,47.0,0,2025-08-14
1636,2025-07-10,Tier-3,Organic,F,29,2025-07-28,17.0,0,2025-08-14
1637,2024-10-05,Tier-1,Social,M,27,2025-03-21,146.0,1,2025-08-14
1638,2024-10-14,Tier-3,Ads,M,26,NaT,9999.0,1,2025-08-14
1639,2025-01-01,Tier-1,Referral,M,19,2025-02-21,174.0,1,2025-08-14
1640,2024-11-26,Tier-2,Organic,M,20,2025-04-26,110.0,1,2025-08-14
1641,2025-01-31,Tier-1,Organic,F,24,2025-07-21,24.0,0,2025-08-14
1642,2025-01-19,Tier-3,Organic,M,21,2025-04-18,118.0,1,2025-08-14
1643,2025-07-31,Tier-1,Organic,F,24,2025-08-13,1.0,0,2025-08-14
1644,2025-05-25,Tier-2,Referral,M,27,2025-07-28,17.0,0,2025-08-14
1645,2025-07-11,Tier-1,Ads,M,28,2025-08-05,9.0,0,2025-08-14
1646,2024-01-30,Tier-2,Social,F,31,2025-08-05,9.0,0,2025-08-14
