order_id,customer_id,order_date,gmv,discount_pct,payment_method
1896,652,2024-09-27,1560.16,30,Prepaid
1897,653,2025-04-30,1879.53,20,COD
1898,653,2025-07-10,1896.12,10,Prepaid
1899,654,2025-04-03,439.76,15,COD
1900,654,2025-06-19,306.95,10,Prepaid
1901,654,2025-03-02,570.89,15,COD
1902,655,2025-03-15,1503.3,20,Prepaid
1903,655,2024-07-13,2429.0,0,COD
1904,655,2024-10-09,423.0,5,COD
1905,656,2024-11-04,1071.14,0,COD
1906,656,2025-02-05,507.17,0,COD
1907,656,2024-08-04,2533.85,5,COD
1908,656,2025-02-10,785.04,25,Prepaid
1909,656,2025-03-11,2013.26,0,Prepaid
1910,657,2025-06-26,1178.01,10,Prepaid
1911,657,2025-07-14,688.78,0,COD
1912,657,2025-08-09,496.9,15,COD
1913,658,2025-01-16,925.71,15,Prepaid
1914,658,2025-07-20,712.67,5,COD
1915,659,2025-06-29,1787.87,0,Prepaid
1916,659,2025-05-10,2805.93,10,COD
1917,659,2025-03-27,991.22,30,COD
1918,660,2025-06-08,1054.0,0,COD
1919,660,2025-01-06,1861.77,10,COD
1920,660,2025-06-04,2018.44,0,COD
1921,661,2024-07-14,274.19,20,Prepaid
1922,661,2025-06-01,854.92,25,COD
1923,661,2025-05-26,763.05,15,COD
1924,661,2025-04-04,2011.93,10,Prepaid
1925,662,2025-08-14,2248.27,10,COD
1926,663,2024-05-12,506.37,10,Prepaid
1927,663,2025-08-02,2126.32,20,COD
1928,663,2025-06-23,1728.84,25,Prepaid
1929,664,2025-02-02,1686.11,15,COD
1930,664,2025-07-25,1083.15,20,Prepaid
1931,664,2025-04-11,527.38,10,COD
1932,664,2025-05-27,1475.47,0,COD
1933,664,2025-07-11,1541.77,0,COD
1934,665,2025-07-11,749.16,30,Prepaid
1935,665,2025-07-21,2744.1,5,Prepaid
1936,666,2025-03-18,2308.97,5,Prepaid
1937,666,2024-08-12,2279.26,15,COD
1938,666,2025-01-12,1462.17,5,COD
1939,667,2025-01-19,346.11,10,COD
1940,667,2025-01-28,1273.07,5,COD
1941,668,2025-08-10,1246.3,10,Prepaid
1942,669,2025-07-23,371.57,10,COD
1943,670,2024-12-07,1028.44,5,Prepaid
1944,670,2024-08-01,1896.6,10,Prepaid
1945,670,2025-06-19,1689.09,0,Prepaid
1946,670,2024-09-22,821.86,10,COD
1947,670,2024-10-18,1403.12,20,Prepaid
1948,670,2024-12-20,606.48,20,Prepaid
1949,671,2025-07-12,2022.37,5,Prepaid
1950,671,2025-07-15,496.09,20,COD
1951,671,2025-06-22,1327.25,10,Prepaid
1952,671,2025-07-09,499.53,0,Prepaid
1953,671,2025-06-12,1224.36,20,Prepaid
1954,671,2025-06-09,956.84,30,Prepaid
1955,671,2025-08-11,1223.96,5,Prepaid
1956,672,2024-09-12,1289.45,10,COD
1957,672,2024-03-26,436.81,0,COD
1958,672,2024-09-17,1364.38,0,Prepaid
1959,673,2025-06-19,1659.37,5,COD
1960,673,2024-12-24,1528.27,10,Prepaid
1961,674,2025-08-08,802.21,5,COD
1962,674,2025-08-14,1262.11,10,Prepaid
1963,675,2025-07-18,1406.56,0,COD
1964,675,2025-07-17,650.4,20,Prepaid
1965,675,2025-08-05,1891.56,10,Prepaid
1966,676,2024-11-13,696.77,5,COD
1967,676,2025-02-28,2702.58,5,Prepaid
1968,676,2024-09-11,384.49,0,Prepaid
1969,676,2025-02-10,720.48,5,COD
1970,678,2025-03-21,931.18,0,COD
1971,678,2025-01-03,608.71,15,Prepaid
1972,678,2025-08-14,710.96,25,COD
1973,678,2025-07-11,854.96,20,Prepaid
1974,679,2025-03-25,1387.9,20,COD
1975,679,2024-04-29,481.3,15,COD
1976,679,2025-06-29,738.58,20,Prepaid
1977,679,2025-06-02,1282.31,20,COD
1978,679,2025-02-14,792.74,0,Prepaid
1979,679,2024-07-04,150.25,20,COD
1980,680,2025-03-01,1296.94,10,Prepaid
1981,680,2024-09-10,416.11,10,Prepaid
1982,680,2025-04-26,1207.0,15,COD
1983,680,2025-01-02,1169.49,5,COD
1984,680,2024-10-02,939.96,15,Prepaid
1985,681,2025-06-28,753.69,0,COD
1986,681,2025-07-28,1520.45,5,Prepaid
1987,681,2025-07-23,1276.24,0,COD
1988,681,2025-07-11,725.65,30,COD
1989,681,2025-07-09,1748.25,10,COD
1990,682,2025-06-08,1405.8,5,COD
1991,682,2025-08-10,679.58,10,Prepaid
1992,682,2025-04-16,1933.74,30,COD
1993,682,2024-10-12,923.09,5,COD
1994,682,2025-06-29,2046.86,10,COD
1995,683,2025-06-18,539.69,0,Prepaid
1996,683,2025-07-21,396.27,5,Prepaid
1997,683,2025-06-23,599.32,20,COD
1998,684,2025-03-11,618.2,15,Prepaid
1999,684,2024-03-26,389.35,30,COD
2000,684,2025-03-01,528.12,20,Prepaid
2001,685,2025-04-23,249.47,15,COD
2002,685,2025-06-27,565.0,10,COD
2003,685,2025-06-16,2988.34,20,COD
2004,685,2025-07-29,1665.75,15,Prepaid
2005,685,2025-06-10,1701.14,0,Prepaid
2006,685,2025-07-01,1077.21,0,COD
2007,685,2025-08-09,1709.31,10,COD
2008,685,2025-07-26,826.41,25,Prepaid
2009,685,2025-06-23,2069.2,10,Prepaid
2010,686,2025-04-01,1534.64,20,Prepaid
2011,686,2025-07-08,733.71,15,Prepaid
2012,686,2025-04-15,2492.33,5,Prepaid
2013,686,2024-09-04,1316.41,5,COD
2014,687,2025-02-09,328.64,10,COD
2015,688,2025-08-02,896.89,5,COD
2016,688,2025-08-01,609.17,0,Prepaid
2017,689,2025-08-03,1810.37,5,COD
2018,689,2025-04-12,344.17,5,COD
2019,689,2025-03-09,899.58,10,Prepaid
2020,690,2025-04-09,1901.0,15,Prepaid
2021,691,2025-07-17,1186.81,0,Prepaid
2022,693,2025-04-14,1346.78,5,Prepaid
2023,693,2025-05-26,850.21,30,Prepaid
2024,694,2025-05-16,1618.03,10,Prepaid
2025,694,2025-03-23,935.5,30,COD
2026,694,2025-03-18,709.64,10,COD
2027,695,2025-06-29,837.08,0,COD
2028,695,2024-10-27,806.56,10,COD
2029,695,2024-06-27,986.84,10,Prepaid
2030,695,2024-12-04,1263.5,30,COD
2031,695,2024-09-09,869.2,5,Prepaid
2032,695,2024-06-11,1529.88,5,Prepaid
2033,697,2025-03-09,2470.93,15,Prepaid
2034,697,2024-07-16,2325.88,5,COD
2035,697,2025-04-03,2412.58,15,Prepaid
2036,697,2024-06-15,1271.25,0,COD
2037,697,2025-04-13,1102.21,20,Prepaid
2038,698,2024-12-25,1158.46,25,COD
2039,698,2025-07-06,1837.79,10,COD
2040,698,2024-09-21,1297.63,0,Prepaid
2041,698,2025-07-17,1320.36,15,Prepaid
2042,698,2025-01-22,2593.46,0,COD
2043,698,2025-08-01,713.93,5,Prepaid
2044,698,2024-10-25,2264.65,5,COD
2045,699,2025-02-14,1269.31,15,Prepaid
2046,700,2024-11-28,3591.9,5,COD
2047,701,2024-12-23,961.91,5,COD
2048,701,2024-03-24,685.97,15,Prepaid
2049,701,2025-05-03,600.76,0,COD
2050,701,2025-06-29,1573.79,10,Prepaid
2051,702,2025-01-29,369.48,30,Prepaid
2052,702,2024-09-28,1586.78,5,COD
2053,702,2025-06-04,569.1,5,COD
2054,702,2025-07-16,838.06,30,COD
2055,702,2025-06-20,1807.62,5,COD
2056,703,2025-07-08,407.58,15,Prepaid
2057,703,2024-12-23,888.97,0,COD
2058,703,2025-03-19,855.45,10,Prepaid
2059,703,2025-02-13,534.21,10,Prepaid
2060,703,2024-10-19,1684.86,0,COD
2061,703,2024-06-09,451.73,0,Prepaid
2062,703,2025-06-17,3510.53,0,COD
2063,705,2025-04-09,1624.46,10,COD
2064,705,2025-04-20,347.97,20,COD
2065,705,2025-03-30,1038.33,15,COD
2066,706,2025-06-20,527.88,15,Prepaid
2067,706,2024-05-26,578.98,20,Prepaid
2068,707,2024-12-26,544.2,20,COD
2069,707,2025-07-10,2045.38,0,Prepaid
2070,707,2025-05-04,580.35,15,COD
2071,708,2025-07-14,855.32,30,Prepaid
2072,708,2025-05-09,1618.89,0,Prepaid
2073,708,2025-04-23,548.79,10,COD
2074,708,2025-06-08,1864.76,15,COD
2075,708,2025-06-17,1208.08,25,COD
2076,709,2025-05-01,1107.91,5,COD
2077,709,2025-04-26,591.97,25,Prepaid
2078,709,2025-04-02,1256.1,10,COD
2079,709,2025-05-14,937.79,20,Prepaid
2080,710,2025-03-01,1449.31,30,Prepaid
2081,711,2025-08-04,866.39,0,Prepaid
2082,711,2025-06-01,1355.68,30,Prepaid
2083,711,2025-07-08,1537.11,25,Prepaid
2084,711,2025-06-09,680.23,25,Prepaid
2085,711,2025-06-29,456.42,10,Prepaid
2086,712,2025-02-04,1402.59,0,COD
2087,712,2025-03-16,2056.17,10,COD
2088,712,2025-05-21,1818.17,20,Prepaid
2089,712,2025-08-06,672.72,0,COD
2090,712,2025-04-16,1212.8,15,COD
2091,714,2025-01-19,1536.7,20,COD
2092,715,2024-08-20,1768.44,20,Prepaid
2093,716,2025-06-02,527.87,10,COD
2094,716,2025-06-03,1256.84,5,COD
2095,716,2025-06-21,374.3,15,Prepaid
2096,716,2025-06-17,1208.04,0,COD
2097,716,2025-07-29,1044.98,10,Prepaid
2098,716,2025-08-01,1085.08,5,Prepaid
2099,717,2025-02-24,274.98,15,Prepaid
2100,718,2025-08-03,457.03,0,Prepaid
2101,718,2025-04-24,1240.5,15,COD
2102,718,2025-05-13,852.71,15,Prepaid
2103,719,2025-03-29,1070.34,0,COD
2104,719,2024-09-23,1183.13,30,COD
2105,719,2025-01-28,3212.44,25,Prepaid
2106,719,2024-07-13,2412.68,10,Prepaid
2107,719,2024-06-13,1134.22,0,COD
2108,720,2025-04-13,864.33,10,COD
2109,720,2025-05-03,1667.03,0,COD
2110,720,2024-10-02,2278.95,0,Prepaid
2111,721,2025-04-17,1031.05,20,Prepaid
2112,721,2025-02-06,531.04,10,COD
2113,721,2025-08-10,1012.1,10,COD
2114,721,2025-01-11,903.79,10,COD
2115,721,2025-08-04,1273.17,0,Prepaid
2116,722,2024-11-14,1258.15,5,Prepaid
2117,722,2025-03-04,1667.05,15,COD
2118,722,2025-04-25,727.53,0,COD
2119,723,2025-04-12,1412.3,25,COD
2120,723,2024-05-21,1490.25,25,COD
2121,723,2024-09-26,1161.65,10,COD
2122,723,2024-07-10,288.33,30,COD
2123,723,2024-10-25,181.54,25,COD
2124,724,2025-03-11,817.98,0,Prepaid
2125,724,2024-11-01,642.21,15,Prepaid
2126,724,2025-01-12,1468.8,5,COD
2127,724,2025-07-09,1050.66,5,COD
2128,724,2024-10-31,449.18,20,COD
2129,724,2025-01-20,2107.92,5,Prepaid
2130,724,2025-07-29,479.86,10,COD
2131,725,2025-07-27,850.9,10,COD
2132,725,2025-04-25,822.79,0,COD
2133,726,2024-09-25,1518.94,15,COD
2134,726,2024-11-25,2067.72,5,Prepaid
2135,727,2025-04-25,1156.93,15,COD
2136,727,2025-06-11,1917.42,0,COD
2137,727,2025-04-15,2072.02,20,Prepaid
2138,727,2025-02-14,1768.08,15,Prepaid
2139,727,2025-06-05,1789.73,15,Prepaid
2140,728,2025-05-03,463.41,0,Prepaid
2141,728,2025-05-18,1774.4,0,Prepaid
2142,728,2024-12-08,536.93,5,COD
2143,728,2024-07-20,785.32,5,Prepaid
2144,729,2025-08-10,789.14,0,COD
2145,729,2025-08-12,1338.32,10,Prepaid
2146,729,2025-08-07,1306.9,0,Prepaid
2147,730,2024-09-23,655.26,15,COD
2148,730,2025-07-19,989.01,30,COD
2149,732,2025-07-13,1036.76,30,COD
2150,732,2025-08-13,1302.97,20,COD
2151,733,2024-03-19,970.44,5,COD
2152,733,2024-12-16,1796.16,10,Prepaid
2153,733,2024-04-11,1162.85,10,COD
2154,734,2025-05-17,713.55,0,COD
2155,734,2024-10-14,2226.58,0,COD
2156,734,2025-01-07,553.11,25,COD
2157,734,2024-09-02,1171.61,0,Prepaid
2158,735,2025-04-18,581.62,0,Prepaid
2159,735,2024-09-11,834.03,5,Prepaid
2160,735,2025-05-18,725.06,0,COD
2161,735,2024-07-13,643.54,15,Prepaid
2162,735,2025-07-18,1639.24,5,COD
2163,736,2025-06-27,2373.5,0,COD
2164,736,2025-04-01,1100.53,0,COD
2165,737,2024-09-18,2003.55,20,COD
2166,737,2025-04-23,794.17,15,COD
2167,737,2024-10-26,1161.8,0,COD
2168,737,2025-07-04,737.09,5,COD
2169,737,2025-05-12,1227.49,15,Prepaid
2170,737,2025-05-31,969.04,10,COD
2171,738,2025-05-24,1832.37,5,Prepaid
2172,738,2025-05-21,508.34,10,Prepaid
2173,738,2025-01-15,1018.56,20,COD
2174,738,2025-04-14,1193.49,10,COD
2175,738,2025-04-10,2500.63,30,Prepaid
2176,738,2025-01-13,600.61,15,COD
2177,738,2025-05-11,1712.16,15,COD
2178,739,2024-02-05,1015.93,0,COD
2179,739,2024-10-12,1042.54,0,Prepaid
2180,739,2025-03-25,331.12,25,COD
2181,740,2025-04-11,640.23,15,Prepaid
2182,740,2025-06-14,376.51,15,COD
2183,740,2025-05-20,917.12,15,COD
2184,740,2025-03-19,419.24,15,COD
2185,741,2025-07-22,1022.7,15,Prepaid
2186,741,2025-03-18,1967.34,10,Prepaid
2187,741,2025-04-09,1886.89,25,Prepaid
2188,741,2025-04-29,774.15,20,COD
2189,741,2025-06-20,1213.94,10,Prepaid
2190,741,2025-05-22,1335.01,5,Prepaid
2191,742,2024-03-29,1095.47,5,COD
2192,742,2024-07-08,365.28,10,COD
2193,742,2025-07-14,822.7,30,COD
2194,743,2024-03-01,663.22,10,COD
2195,743,2024-05-19,988.14,0,COD
2196,743,2024-07-07,2147.21,20,Prepaid
2197,743,2024-06-07,762.13,5,COD
2198,743,2025-03-03,1421.73,5,COD
2199,744,2025-06-15,1519.72,5,COD
2200,744,2025-05-29,1619.52,10,Prepaid
2201,744,2025-06-02,635.92,0,Prepaid
2202,744,2025-06-18,986.32,5,COD
2203,744,2025-08-04,440.32,20,Prepaid
2204,745,2025-07-14,814.32,0,COD
2205,745,2025-06-28,552.29,10,Prepaid
2206,746,2025-07-11,1983.76,25,COD
2207,746,2025-06-16,1412.73,5,COD
2208,747,2025-06-07,1100.99,30,COD
2209,747,2024-09-11,2183.26,0,COD
2210,747,2025-08-10,1003.23,20,Prepaid
2211,748,2025-01-04,795.41,10,COD
2212,748,2025-07-04,1111.16,15,COD
2213,748,2025-08-01,1148.53,10,Prepaid
2214,749,2025-01-29,1593.56,0,COD
2215,749,2025-03-19,745.8,5,COD
2216,749,2025-03-10,353.76,20,COD
2217,750,2025-07-21,970.69,10,COD
2218,751,2025-03-18,357.34,0,Prepaid
2219,751,2024-10-02,500.04,15,Prepaid
2220,752,2024-10-25,652.97,5,Prepaid
2221,753,2025-02-18,1329.24,15,COD
2222,753,2024-08-25,979.9,25,Prepaid
2223,753,2025-02-23,917.94,0,COD
2224,753,2025-06-30,597.5,5,COD
2225,754,2024-09-16,1811.66,0,Prepaid
2226,754,2024-05-09,730.46,25,COD
2227,754,2025-04-24,729.35,10,COD
2228,754,2025-06-09,947.6,0,Prepaid
2229,755,2024-07-05,591.1,5,COD
2230,755,2024-06-21,1743.8,0,Prepaid
2231,755,2025-03-28,512.18,0,Prepaid
2232,755,2025-07-05,1480.52,20,Prepaid
2233,755,2025-01-27,268.73,10,Prepaid
2234,755,2024-03-06,1791.6,20,COD
2235,755,2024-05-05,1150.58,0,COD
2236,756,2025-05-04,2010.46,10,COD
2237,756,2025-06-30,1629.28,5,Prepaid
2238,757,2025-01-16,664.73,10,COD
2239,758,2025-04-08,285.25,0,COD
2240,758,2025-03-04,1197.86,10,COD
2241,758,2025-03-27,995.12,15,Prepaid
2242,759,2025-04-06,1624.05,10,COD
2243,759,2025-04-24,2051.25,10,COD
2244,759,2025-07-21,1185.56,5,Prepaid
2245,759,2025-08-01,1253.16,10,Prepaid
2246,759,2025-08-12,1138.88,5,Prepaid
2247,759,2025-06-10,1902.62,20,COD
2248,760,2025-04-05,1876.5,20,Prepaid
2249,760,2025-03-27,1267.8,20,COD
2250,760,2025-08-11,1641.27,15,COD
2251,760,2024-09-20,1352.28,15,Prepaid
2252,760,2024-12-03,875.05,5,COD
2253,761,2025-05-31,1837.48,25,COD
2254,761,2025-07-13,1106.72,20,Prepaid
2255,762,2025-03-03,914.69,5,Prepaid
2256,764,2025-03-04,854.24,5,COD
2257,764,2025-06-03,465.49,0,Prepaid
2258,764,2025-05-10,1256.81,25,Prepaid
2259,765,2025-03-12,1363.12,30,COD
2260,765,2025-01-19,881.94,5,Prepaid
2261,765,2025-06-17,1167.34,15,Prepaid
2262,765,2025-01-29,514.39,25,Prepaid
2263,765,2025-05-23,1305.38,0,COD
2264,766,2025-06-03,511.03,5,Prepaid
2265,766,2025-02-07,2228.11,0,COD
2266,766,2024-09-12,1490.95,20,Prepaid
2267,767,2025-07-28,1231.69,10,COD
2268,767,2025-07-28,1617.81,0,COD
2269,767,2025-08-12,793.84,25,Prepaid
2270,768,2025-06-06,784.77,0,COD
2271,768,2025-07-06,977.28,10,Prepaid
2272,768,2025-06-28,1995.91,10,Prepaid
2273,768,2025-08-09,368.29,0,COD
2274,770,2025-02-09,847.59,25,Prepaid
2275,770,2025-03-12,1246.35,10,Prepaid
2276,770,2025-01-07,370.85,15,COD
2277,770,2024-11-30,553.19,5,Prepaid
2278,770,2025-07-16,1172.15,25,COD
2279,770,2025-04-01,931.71,15,Prepaid
2280,771,2025-06-09,2634.52,5,COD
2281,773,2025-05-26,1192.06,0,COD
2282,773,2025-05-02,1326.25,20,COD
2283,773,2025-06-16,319.28,20,Prepaid
2284,774,2025-08-08,712.95,0,COD
2285,775,2025-06-02,1323.03,5,COD
2286,777,2024-09-26,1244.0,0,COD
2287,777,2025-05-30,315.83,30,COD
2288,777,2025-04-21,1338.41,15,Prepaid
2289,778,2025-06-18,934.15,25,COD
2290,779,2025-07-16,870.71,10,COD
2291,780,2025-06-19,576.07,30,COD
2292,780,2025-01-28,1643.05,10,Prepaid
2293,780,2024-02-27,652.57,20,COD
2294,781,2024-07-22,2382.15,10,Prepaid
2295,781,2025-06-28,586.15,5,COD
2296,781,2024-09-30,1529.15,15,COD
2297,781,2024-08-24,891.41,30,Prepaid
2298,781,2024-03-14,1083.91,10,COD
2299,781,2024-09-16,354.25,5,Prepaid
2300,781,2024-05-20,912.63,15,COD
2301,782,2025-08-10,795.51,15,COD
2302,782,2025-08-10,535.6,15,COD
2303,782,2025-08-08,639.86,10,COD
2304,782,2025-08-10,1337.06,0,COD
2305,783,2024-06-25,1313.02,5,COD
2306,783,2025-05-05,392.73,15,Prepaid
2307,784,2025-06-27,424.81,30,Prepaid
2308,784,2025-06-15,1799.95,0,COD
2309,784,2025-08-14,1249.39,0,COD
2310,784,2025-04-05,1770.55,0,Prepaid
2311,784,2025-05-23,1363.96,25,Prepaid
2312,784,2024-11-09,1132.4,10,Prepaid
2313,785,2025-03-24,3415.56,0,COD
2314,785,2025-02-28,1203.72,5,Prepaid
2315,785,2025-02-22,752.07,0,COD
2316,785,2025-04-05,1308.11,25,COD
2317,785,2025-07-17,1044.46,10,COD
2318,786,2025-07-28,1123.44,0,Prepaid
2319,786,2025-07-31,2662.7,20,COD
2320,786,2025-07-28,1068.02,20,Prepaid
2321,786,2025-08-13,673.4,0,Prepaid
2322,787,2025-07-13,2162.68,0,Prepaid
2323,787,2025-07-20,2390.67,10,Prepaid
2324,787,2025-07-17,605.8,20,Prepaid
2325,787,2025-06-18,1284.68,10,COD
2326,787,2025-06-12,1574.62,15,Prepaid
2327,787,2025-07-03,1402.13,10,COD
2328,788,2024-07-26,527.26,0,COD
2329,788,2024-08-15,1370.81,15,COD
2330,788,2025-04-26,715.15,25,Prepaid
2331,788,2025-06-26,601.71,5,Prepaid
2332,788,2025-07-11,684.52,30,Prepaid
2333,788,2025-08-13,1828.33,0,Prepaid
2334,788,2024-11-06,885.9,5,COD
2335,789,2024-10-25,814.02,20,COD
2336,789,2024-10-12,1087.96,5,COD
2337,789,2024-12-05,797.41,5,Prepaid
2338,789,2024-11-10,1764.6,0,COD
2339,790,2025-07-08,1204.28,20,Prepaid
2340,790,2025-08-10,1567.76,20,COD
2341,790,2025-07-07,1025.47,20,COD
2342,791,2025-07-28,1407.17,10,Prepaid
2343,791,2024-12-02,642.74,15,Prepaid
2344,792,2025-06-28,302.08,5,COD
2345,793,2025-05-14,389.82,15,COD
2346,794,2025-03-07,654.27,10,COD
2347,794,2025-02-25,1679.41,5,Prepaid
2348,794,2024-11-24,2256.3,25,Prepaid
2349,795,2024-09-23,1054.45,15,Prepaid
2350,796,2025-04-23,969.92,15,Prepaid
2351,796,2025-04-15,1233.23,15,Prepaid
2352,796,2025-06-10,765.57,20,COD
2353,796,2025-06-19,893.62,10,Prepaid
2354,797,2025-04-24,1368.55,0,COD
2355,797,2025-06-17,582.62,10,COD
2356,797,2025-08-05,1234.32,10,Prepaid
2357,798,2024-11-25,437.13,0,Prepaid
2358,798,2025-07-11,624.82,5,COD
2359,798,2025-03-17,1075.45,30,COD
2360,798,2025-04-30,1624.2,5,COD
2361,798,2025-07-04,437.18,10,Prepaid
2362,799,2024-10-29,418.01,30,Prepaid
2363,799,2025-07-13,1783.84,10,COD
2364,799,2024-09-29,811.64,30,COD
2365,799,2024-10-06,1432.46,0,COD
2366,800,2025-01-11,2151.23,5,COD
2367,801,2025-07-21,1364.04,0,COD
2368,801,2025-06-25,360.84,20,Prepaid
2369,801,2025-06-22,1044.06,30,COD
2370,801,2025-07-08,791.16,5,COD
2371,801,2025-07-24,753.9,0,Prepaid
2372,802,2025-01-28,744.95,15,COD
2373,802,2025-06-03,2524.66,15,COD
2374,802,2025-06-17,1069.75,15,Prepaid
2375,803,2024-10-21,1213.08,0,Prepaid
2376,803,2024-08-02,853.21,10,COD
2377,803,2024-05-09,1098.55,5,Prepaid
2378,804,2025-08-13,745.27,5,Prepaid
2379,804,2025-01-09,438.18,0,COD
2380,804,2025-02-14,424.38,20,Prepaid
2381,804,2024-12-26,1047.57,20,COD
2382,804,2025-05-02,3428.58,10,COD
2383,805,2024-08-06,588.42,20,Prepaid
2384,805,2024-11-18,674.65,0,COD
2385,805,2025-06-25,1770.19,0,COD
2386,805,2025-04-02,1092.9,20,COD
2387,805,2025-02-11,1687.26,15,Prepaid
2388,805,2025-01-14,706.67,0,Prepaid
2389,805,2024-10-17,363.1,15,COD
2390,806,2024-06-10,1024.55,5,Prepaid
2391,807,2025-02-07,1406.32,0,Prepaid
2392,807,2025-03-27,1404.54,15,Prepaid
2393,807,2025-07-06,1016.04,10,COD
2394,807,2025-06-29,1414.4,5,COD
2395,808,2025-08-14,991.93,5,Prepaid
2396,808,2025-08-12,2022.77,15,Prepaid
2397,808,2025-08-08,708.1,10,Prepaid
2398,808,2025-08-06,1022.67,15,COD
2399,808,2025-08-08,1431.43,0,Prepaid
2400,808,2025-08-07,916.09,10,Prepaid
2401,809,2024-12-15,754.57,5,Prepaid
2402,809,2025-07-31,1137.68,5,Prepaid
2403,810,2024-06-25,1230.03,20,COD
2404,810,2025-02-05,530.97,15,Prepaid
2405,810,2025-02-23,2032.44,0,COD
2406,810,2024-07-21,1268.22,10,COD
2407,811,2024-07-21,1187.33,20,Prepaid
2408,811,2025-08-12,578.9,20,Prepaid
2409,811,2024-06-19,718.88,10,COD
2410,811,2024-07-21,1379.89,30,Prepaid
2411,811,2025-01-11,2353.77,5,COD
2412,812,2024-12-19,1010.11,0,COD
2413,812,2024-03-26,515.99,5,COD
2414,812,2025-07-15,984.83,10,Prepaid
2415,812,2024-11-17,1634.55,0,COD
2416,812,2025-01-27,1313.52,30,Prepaid
2417,813,2024-12-24,1832.43,5,Prepaid
2418,813,2025-05-30,350.73,10,COD
2419,814,2025-07-29,772.58,10,COD
2420,814,2025-06-26,638.16,15,COD
2421,814,2025-07-04,471.62,25,Prepaid
2422,814,2025-07-19,1242.95,5,Prepaid
2423,816,2024-11-12,866.1,20,COD
2424,816,2025-02-09,277.2,10,COD
2425,816,2025-04-29,876.73,5,Prepaid
2426,816,2025-07-26,338.65,15,Prepaid
2427,816,2025-05-12,784.71,5,Prepaid
2428,816,2025-06-24,650.68,5,Prepaid
2429,817,2024-08-14,1207.99,0,COD
2430,818,2024-08-05,659.33,10,COD
2431,818,2025-05-26,1140.08,10,Prepaid
2432,818,2024-07-10,1172.84,10,COD
2433,819,2025-03-20,558.64,5,COD
2434,820,2025-07-29,1706.9,0,Prepaid
2435,820,2025-08-03,3440.33,0,COD
2436,820,2025-07-23,288.99,20,COD
2437,820,2025-08-01,942.46,15,Prepaid
2438,820,2025-08-12,2762.58,0,COD
2439,820,2025-07-24,152.71,0,COD
2440,820,2025-07-27,1450.31,10,Prepaid
2441,821,2025-05-04,709.69,5,Prepaid
2442,821,2024-07-31,1238.06,0,COD
2443,821,2024-08-18,1061.82,5,COD
2444,821,2024-12-09,545.96,5,Prepaid
2445,822,2025-06-30,2416.76,5,COD
2446,822,2025-07-21,896.15,5,COD
2447,822,2025-05-25,1379.58,15,COD
2448,822,2025-02-26,2610.66,15,COD
2449,822,2025-02-28,1302.78,5,COD
2450,823,2024-09-25,2184.28,5,COD
2451,824,2025-03-19,830.18,10,Prepaid
2452,824,2025-04-02,992.08,10,COD
2453,825,2025-07-20,1197.59,10,COD
2454,825,2025-06-22,1270.92,30,Prepaid
2455,825,2025-07-31,2944.59,20,COD
2456,827,2025-03-11,1007.61,0,COD
2457,827,2025-05-22,492.35,5,Prepaid
2458,828,2024-12-31,1417.87,15,COD
2459,828,2025-02-25,1083.53,0,Prepaid
2460,828,2025-05-02,609.71,20,COD
2461,829,2025-07-10,1173.1,0,Prepaid
2462,829,2025-07-21,555.89,20,COD
2463,830,2025-05-18,678.78,0,Prepaid
2464,830,2025-06-03,349.91,0,COD
2465,830,2025-05-21,1543.78,25,COD
2466,830,2025-07-10,1787.02,0,COD
2467,831,2024-12-06,1314.88,20,Prepaid
2468,831,2024-07-30,191.46,5,Prepaid
2469,832,2025-08-13,1087.73,0,Prepaid
2470,832,2025-07-14,1121.46,20,COD
2471,832,2025-07-18,864.04,5,COD
2472,833,2025-05-06,514.13,20,Prepaid
2473,833,2025-01-04,802.83,20,COD
2474,835,2025-03-18,2531.09,0,Prepaid
2475,835,2025-06-12,291.05,15,COD
2476,835,2025-04-30,857.07,10,Prepaid
2477,836,2025-07-14,379.82,20,COD
2478,836,2024-05-24,1800.44,0,Prepaid
2479,837,2025-06-01,695.85,0,COD
2480,837,2025-07-04,410.24,15,COD
2481,837,2025-07-07,850.83,5,Prepaid
2482,837,2025-05-16,2018.02,0,COD
2483,838,2025-08-10,1002.75,5,COD
2484,838,2025-08-10,766.91,30,Prepaid
2485,838,2025-08-10,994.52,10,COD
2486,838,2025-08-11,976.3,10,Prepaid
2487,839,2025-05-16,781.67,10,COD
2488,839,2024-08-10,1063.96,20,Prepaid
2489,839,2024-12-19,618.58,20,Prepaid
2490,839,2025-04-14,713.01,15,COD
2491,840,2025-03-02,652.67,0,COD
2492,840,2025-04-12,1780.98,15,COD
2493,840,2025-05-10,3239.18,0,COD
2494,841,2025-07-22,1330.9,15,Prepaid
2495,841,2024-12-23,1436.27,0,Prepaid
2496,841,2025-01-22,331.92,20,Prepaid
2497,841,2025-05-23,144.58,20,Prepaid
2498,841,2025-01-28,863.26,10,COD
2499,842,2025-07-10,2353.53,5,COD
2500,842,2025-08-02,484.54,30,Prepaid
2501,843,2025-05-29,907.92,30,Prepaid
2502,843,2025-06-27,1064.95,20,Prepaid
2503,844,2025-07-25,1373.7,0,COD
2504,844,2025-07-30,2012.57,5,COD
2505,844,2025-08-11,925.7,0,Prepaid
